drug_concept_name,condition_concept_name,PRR,mean_reporting_frequency,drug_concept_name_tokens,condition_concept_name_tokens
ergoloid mesylates usp,intraocular pressure increased,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 26721, 10085, 7934, 3778, 3445, 102]"
ergoloid mesylates usp,apgar score low,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 9706, 6843, 3556, 2659, 102]"
ergoloid mesylates usp,weight increased,0.47619,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 3635, 3445, 102]"
ergoloid mesylates usp,blood creatinine increased,0.714286,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2668, 13675, 5243, 7629, 3170, 3445, 102]"
ergoloid mesylates usp,blood urea increased,1.42857,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2668, 24471, 5243, 3445, 102]"
ergoloid mesylates usp,urine output decreased,6.66667,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 17996, 6434, 10548, 102]"
ergoloid mesylates usp,blood calcium decreased,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2668, 13853, 10548, 102]"
ergoloid mesylates usp,blood potassium decreased,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2668, 18044, 10548, 102]"
ergoloid mesylates usp,blood sodium decreased,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2668, 13365, 10548, 102]"
ergoloid mesylates usp,metabolic acidosis,1.66667,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 21453, 5648, 12650, 102]"
ergoloid mesylates usp,respiratory failure,2.0,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 16464, 4945, 102]"
ergoloid mesylates usp,anorexia,2.5,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2019, 5686, 14787, 102]"
ergoloid mesylates usp,eating disorder,6.66667,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 5983, 8761, 102]"
ergoloid mesylates usp,osteoporosis,6.66667,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 9808, 2618, 7361, 14604, 6190, 102]"
ergoloid mesylates usp,hyperkalaemia,0.909091,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 23760, 26907, 17577, 102]"
ergoloid mesylates usp,hyponatraemia,0.625,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 1044, 22571, 7856, 6494, 17577, 102]"
ergoloid mesylates usp,fluid retention,10.0,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 8331, 20125, 102]"
ergoloid mesylates usp,spinal disorder,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 16492, 8761, 102]"
ergoloid mesylates usp,arthropathy,3.33333,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2396, 8093, 29477, 16921, 102]"
ergoloid mesylates usp,arthralgia,0.833333,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2396, 13492, 2140, 10440, 102]"
ergoloid mesylates usp,joint swelling,1.11111,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 4101, 18348, 102]"
ergoloid mesylates usp,osteoarthritis,6.0,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 9808, 2618, 10441, 15265, 14778, 2483, 102]"
ergoloid mesylates usp,muscle spasms,0.625,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 6740, 12403, 19230, 102]"
ergoloid mesylates usp,hypertonia,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 23760, 2669, 2401, 102]"
ergoloid mesylates usp,hypotonia,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 1044, 22571, 25862, 2401, 102]"
ergoloid mesylates usp,muscular weakness,1.66667,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 13472, 11251, 102]"
ergoloid mesylates usp,intervertebral disc protrusion,1.42857,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 6970, 16874, 15878, 7941, 5860, 4013, 16344, 14499, 102]"
ergoloid mesylates usp,sciatica,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 16596, 12070, 2050, 102]"
ergoloid mesylates usp,scoliosis,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 8040, 29401, 6190, 102]"
ergoloid mesylates usp,back pain,0.434783,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2067, 3255, 102]"
ergoloid mesylates usp,musculoskeletal discomfort,3.33333,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 14163, 28817, 10483, 11705, 12928, 2140, 17964, 102]"
ergoloid mesylates usp,neck pain,5.0,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 3300, 3255, 102]"
ergoloid mesylates usp,pain in extremity,1.81818,0.030303,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 3255, 1999, 4654, 7913, 16383, 102]"
ergoloid mesylates usp,musculoskeletal stiffness,2.5,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 14163, 28817, 10483, 11705, 12928, 2140, 10551, 2791, 102]"
ergoloid mesylates usp,sensation of heaviness,7.5,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 8742, 1997, 2002, 18891, 2791, 102]"
ergoloid mesylates usp,metastases to bone,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 18804, 9153, 8583, 2000, 5923, 102]"
ergoloid mesylates usp,cerebral haemorrhage,1.42857,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 18439, 5292, 6633, 2953, 25032, 4270, 102]"
ergoloid mesylates usp,cerebral infarction,5.0,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 18439, 1999, 14971, 7542, 102]"
ergoloid mesylates usp,cerebral ischaemia,3.33333,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 18439, 2003, 7507, 17577, 102]"
ergoloid mesylates usp,cerebral thrombosis,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 18439, 16215, 21716, 15853, 2483, 102]"
ergoloid mesylates usp,cerebrovascular accident,5.90909,0.0984849,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 8292, 2890, 12618, 12044, 15431, 4926, 102]"
ergoloid mesylates usp,embolic stroke,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 7861, 18647, 6909, 102]"
ergoloid mesylates usp,haemorrhage intracranial,1.66667,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 5292, 6633, 2953, 25032, 4270, 26721, 26775, 27532, 102]"
ergoloid mesylates usp,lacunar infarction,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 18749, 9521, 2099, 1999, 14971, 7542, 102]"
ergoloid mesylates usp,transient ischaemic attack,2.0,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 25354, 2003, 7507, 23238, 2278, 2886, 102]"
ergoloid mesylates usp,multiple sclerosis,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 3674, 8040, 3917, 12650, 102]"
ergoloid mesylates usp,headache,1.13636,0.0378788,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 14978, 102]"
ergoloid mesylates usp,dementia alzheimers type,5.0,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 28767, 21901, 2015, 2828, 102]"
ergoloid mesylates usp,amnesia,6.66667,0.0454545,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 29222, 102]"
ergoloid mesylates usp,memory impairment,6.66667,0.0757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 3638, 25172, 102]"
ergoloid mesylates usp,cognitive disorder,2.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 10699, 8761, 102]"
ergoloid mesylates usp,disturbance in attention,1.11111,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 16915, 1999, 3086, 102]"
ergoloid mesylates usp,hypokinesia,30.0,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 1044, 22571, 23212, 21509, 102]"
ergoloid mesylates usp,movement disorder,1.25,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2929, 8761, 102]"
ergoloid mesylates usp,hemiparesis,1.66667,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 19610, 11514, 17933, 2483, 102]"
ergoloid mesylates usp,hemiplegia,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 19610, 11514, 23115, 2401, 102]"
ergoloid mesylates usp,monoplegia,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 18847, 10814, 10440, 102]"
ergoloid mesylates usp,parkinsons disease,1.42857,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 20310, 2015, 4295, 102]"
ergoloid mesylates usp,tremor,1.0,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 27734, 102]"
ergoloid mesylates usp,reflexes abnormal,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 22259, 2229, 19470, 102]"
ergoloid mesylates usp,balance disorder,4.66667,0.0530303,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 5703, 8761, 102]"
ergoloid mesylates usp,coordination abnormal,1.66667,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 12016, 19470, 102]"
ergoloid mesylates usp,coma,1.53846,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 16571, 102]"
ergoloid mesylates usp,aphasia,2.5,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 9706, 14949, 2401, 102]"
ergoloid mesylates usp,apraxia,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 19804, 8528, 2401, 102]"
ergoloid mesylates usp,confusional state,2.66667,0.0606061,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 6724, 2389, 2110, 102]"
ergoloid mesylates usp,depressed level of consciousness,0.769231,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 14777, 2504, 1997, 8298, 102]"
ergoloid mesylates usp,loss of consciousness,2.08333,0.0378788,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 3279, 1997, 8298, 102]"
ergoloid mesylates usp,somnolence,2.85714,0.0606061,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2061, 2213, 3630, 22717, 102]"
ergoloid mesylates usp,nervous system disorder,1.66667,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 6091, 2291, 8761, 102]"
ergoloid mesylates usp,agitation,3.0,0.0454545,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 22356, 102]"
ergoloid mesylates usp,disorientation,10.0,0.030303,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 4487, 21748, 11638, 3370, 102]"
ergoloid mesylates usp,head discomfort,13.3333,0.030303,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2132, 17964, 102]"
ergoloid mesylates usp,restlessness,5.0,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 15035, 2791, 102]"
ergoloid mesylates usp,unresponsive to stimuli,3.33333,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 4895, 6072, 26029, 12742, 2000, 22239, 102]"
ergoloid mesylates usp,paraesthesia,1.66667,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 11498, 25344, 102]"
ergoloid mesylates usp,hypoaesthesia,0.625,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 1044, 22571, 10441, 25344, 102]"
ergoloid mesylates usp,sensory disturbance,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 16792, 16915, 102]"
ergoloid mesylates usp,dysarthria,1.42857,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 1040, 7274, 22425, 4360, 102]"
ergoloid mesylates usp,dysphonia,2.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 1040, 7274, 20846, 2401, 102]"
ergoloid mesylates usp,speech disorder,12.5,0.0378788,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 4613, 8761, 102]"
ergoloid mesylates usp,urinary incontinence,3.33333,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 24471, 3981, 2854, 4297, 12162, 21820, 3401, 102]"
ergoloid mesylates usp,convulsion neonatal,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 9530, 19722, 4877, 3258, 16231, 27815, 102]"
ergoloid mesylates usp,convulsion,2.14286,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 9530, 19722, 4877, 3258, 102]"
ergoloid mesylates usp,epilepsy,25.0,0.0378788,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 4958, 9463, 18075, 102]"
ergoloid mesylates usp,insomnia,1.72414,0.0378788,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 16021, 5358, 6200, 102]"
ergoloid mesylates usp,hypersomnia,6.66667,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 23760, 25426, 6200, 102]"
ergoloid mesylates usp,sleep apnoea syndrome,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 3637, 9706, 3630, 5243, 8715, 102]"
ergoloid mesylates usp,cerebral atrophy,10.0,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 18439, 2012, 18981, 10536, 102]"
ergoloid mesylates usp,anxiety,1.57895,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 10089, 102]"
ergoloid mesylates usp,nervousness,10.0,0.0454545,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 6091, 2791, 102]"
ergoloid mesylates usp,stress,2.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 6911, 102]"
ergoloid mesylates usp,depression,0.454545,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 6245, 102]"
ergoloid mesylates usp,hallucination,2.14286,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2534, 14194, 12758, 102]"
ergoloid mesylates usp,hallucination visual,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2534, 14194, 12758, 5107, 102]"
ergoloid mesylates usp,affect lability,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 7461, 6845, 15148, 102]"
ergoloid mesylates usp,emotional disorder,10.0,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 6832, 8761, 102]"
ergoloid mesylates usp,apathy,20.0,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 9706, 17308, 102]"
ergoloid mesylates usp,aggression,6.0,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 14974, 102]"
ergoloid mesylates usp,abnormal behaviour,3.0,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 19470, 9164, 102]"
ergoloid mesylates usp,drug dependence,6.0,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 4319, 18642, 102]"
ergoloid mesylates usp,intentional drug misuse,1.42857,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 21249, 4319, 28616, 8557, 102]"
ergoloid mesylates usp,erectile dysfunction,2.5,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 14908, 9463, 28466, 102]"
ergoloid mesylates usp,renal disorder,2.5,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 25125, 8761, 102]"
ergoloid mesylates usp,renal failure,2.0,0.030303,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 25125, 4945, 102]"
ergoloid mesylates usp,renal failure acute,0.8,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 25125, 4945, 11325, 102]"
ergoloid mesylates usp,renal impairment,0.769231,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 25125, 25172, 102]"
ergoloid mesylates usp,dysuria,2.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 1040, 7274, 27703, 102]"
ergoloid mesylates usp,diffuse alveolar damage,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 28105, 2632, 3726, 19478, 4053, 102]"
ergoloid mesylates usp,interstitial lung disease,5.0,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 6970, 16643, 20925, 11192, 4295, 102]"
ergoloid mesylates usp,acute respiratory distress syndrome,2.5,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 11325, 16464, 12893, 8715, 102]"
ergoloid mesylates usp,pleural fibrosis,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 20228, 11236, 2389, 10882, 12618, 6190, 102]"
ergoloid mesylates usp,pulmonary embolism,1.53846,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 21908, 7861, 14956, 2964, 102]"
ergoloid mesylates usp,respiratory arrest,1.42857,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 16464, 6545, 102]"
ergoloid mesylates usp,rales,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 10958, 4244, 102]"
ergoloid mesylates usp,lung disorder,1.66667,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 11192, 8761, 102]"
ergoloid mesylates usp,nasal congestion,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 19077, 20176, 102]"
ergoloid mesylates usp,skin discolouration,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 3096, 12532, 23743, 8156, 102]"
ergoloid mesylates usp,dermatitis,3.33333,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 4315, 18900, 13706, 102]"
ergoloid mesylates usp,erythema,2.14286,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 9413, 26688, 2863, 102]"
ergoloid mesylates usp,rash erythematous,2.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 23438, 9413, 26688, 18900, 3560, 102]"
ergoloid mesylates usp,skin exfoliation,1.66667,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 3096, 4654, 21710, 3508, 102]"
ergoloid mesylates usp,pruritus,1.42857,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 10975, 9496, 5809, 102]"
ergoloid mesylates usp,rash,0.869565,0.0151515,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 23438, 102]"
ergoloid mesylates usp,treatment noncompliance,5.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 3949, 2512, 9006, 24759, 28335, 102]"
ergoloid mesylates usp,knee arthroplasty,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 6181, 2396, 8093, 7361, 8523, 3723, 102]"
ergoloid mesylates usp,surgery,2.5,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 5970, 102]"
ergoloid mesylates usp,aortic arteriosclerosis,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 20118, 28228, 2278, 16185, 9488, 11020, 3917, 12650, 102]"
ergoloid mesylates usp,venous insufficiency,20.0,0.030303,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2310, 18674, 16021, 16093, 8873, 29125, 102]"
ergoloid mesylates usp,blood pressure fluctuation,3.33333,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 2668, 3778, 19857, 6593, 14505, 102]"
ergoloid mesylates usp,shock,10.0,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 5213, 102]"
ergoloid mesylates usp,hypotension,0.810811,0.0227273,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 1044, 22571, 12184, 3619, 3258, 102]"
ergoloid mesylates usp,haemorrhage,0.714286,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 5292, 6633, 2953, 25032, 4270, 102]"
ergoloid mesylates usp,hypertensive crisis,2.5,0.00757576,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 23760, 25808, 3512, 5325, 102]"
ergoloid mesylates usp,hypertension,4.58333,0.0833333,"[101, 9413, 24141, 9314, 2033, 6508, 26786, 2149, 2361, 102]","[101, 23760, 29048, 102]"
norethindrone,iron deficiency anaemia,0.425532,0.000647878,"[101, 4496, 11031, 22254, 20793, 102]","[101, 3707, 18888, 9617, 17577, 102]"
norethindrone,anaemia,0.377834,0.00485909,"[101, 4496, 11031, 22254, 20793, 102]","[101, 9617, 17577, 102]"
norethindrone,normochromic normocytic anaemia,0.714286,0.000323939,"[101, 4496, 11031, 22254, 20793, 102]","[101, 13373, 11663, 21716, 2594, 13373, 10085, 21252, 9617, 17577, 102]"
norethindrone,bone marrow failure,0.30303,0.000323939,"[101, 4496, 11031, 22254, 20793, 102]","[101, 5923, 24960, 4945, 102]"
norethindrone,pancytopenia,1.22642,0.00421121,"[101, 4496, 11031, 22254, 20793, 102]","[101, 6090, 5666, 14399, 19825, 102]"
norethindrone,haemorrhagic diathesis,4.0,0.000647878,"[101, 4496, 11031, 22254, 20793, 102]","[101, 5292, 6633, 2953, 25032, 22974, 2278, 22939, 25078, 102]"
